z [m],qc [MPa],fs [MPa],u2 [MPa],ID,Blowcount [Blows/m],Normalised ENTRHU [-],Normalised hammer energy [-],Number of blows,Diameter [m],Bottom wall thickness [mm],Pile penetration [m]
23.5,34.2363,0.4247,0.23935,EF,78.0,0.4661916666666667,0.6215833333333334,1518.0,2.48,50.0,30.0
24.0,36.41096521739129,0.3965782608695651,0.2383695652173913,EF,80.0,0.4675666666666667,0.6234166666666667,1556.0,2.48,50.0,30.0
24.5,43.7376,0.4199,0.2394,EF,80.0,0.4715333333333334,0.6287083333333334,1596.5,2.48,50.0,30.0
25.0,43.85363333333333,0.5696333333333333,0.1910833333333333,EF,80.0,0.4755,0.634,1637.0,2.48,50.0,30.0
25.5,49.91603255813956,0.5372302325581398,0.2578327906976744,EF,80.0,0.4807166666666666,0.6409583333333333,1676.5,2.48,50.0,30.0
26.0,36.87893953488373,0.3888581395348839,0.2651176744186047,EF,80.0,0.4859333333333333,0.6479166666666667,1716.0,2.48,50.0,30.0
26.5,27.4885,0.2508,0.271625,EF,84.0,0.4794958333333333,0.6393333333333333,1759.0,2.48,50.0,30.0
27.0,65.0066,0.5757,0.27675,EF,88.0,0.4730583333333333,0.63075,1802.0,2.48,50.0,30.0
27.5,61.51308695652173,0.6045695652173912,0.281875,EF,86.0,0.4815291666666667,0.6420416666666666,1849.0,2.48,50.0,30.0
28.0,53.4482,0.557,0.287,EF,84.0,0.49,0.6533333333333333,1896.0,2.48,50.0,30.0
28.5,55.3147,0.4319,0.292125,EF,88.0,0.4991541666666667,0.6655416666666667,1942.0,2.48,50.0,30.0
29.0,63.09740434782609,0.6128782608695652,0.29725,EF,92.0,0.5083083333333334,0.67775,1988.0,2.48,50.0,30.0
29.5,67.4224,0.6427,0.302375,EF,,,,,2.48,50.0,30.0
30.0,58.4659,0.6336,0.3075,EF,,,,,2.48,50.0,30.0
30.5,59.439656,0.6620920000000001,0.312625,EF,,,,,,,
31.0,63.15258933333333,0.5984586666666667,0.31775,EF,,,,,,,
31.5,66.86552266666666,0.5348253333333334,0.322875,EF,,,,,,,
32.0,83.7862,0.7629,0.328,EF,,,,,,,
32.5,76.3023,0.6614,0.333125,EF,,,,,,,
33.0,73.45890000000009,0.6730666666666669,0.3382500000000001,EF,,,,,,,
33.5,63.4311,0.7086,0.343375,EF,,,,,,,
34.0,58.7456,0.644,0.3485,EF,,,,,,,
34.5,55.56612399999999,0.5062000000000001,0.353625,EF,,,,,,,
35.0,58.6127,0.4257,0.35875,EF,,,,,,,
35.5,76.8659,0.5135,0.363875,EF,,,,,,,
36.0,65.03836666666673,0.5884666666666674,0.3690000000000001,EF,,,,,,,
36.5,56.5125,0.5118,0.374125,EF,,,,,,,
37.0,56.3839,0.5816,0.37925,EF,,,,,,,
37.5,60.350716,0.60794,0.384375,EF,,,,,,,
38.0,54.2352,0.6544,0.3895,EF,,,,,,,
38.5,80.6065,0.7287,0.394625,EF,,,,,,,
39.0,87.32089999999987,0.803933333333333,0.39975,EF,,,,,,,
39.5,82.41,0.8552,0.404875,EF,,,,,,,
40.0,78.6594,0.7176,0.41,EF,,,,,,,
0.5,6.7724,0.0309,0.0041,BP,,,,,2.48,70.0,25.0
1.0,9.7948,0.0587,0.0108,BP,,,,,2.48,70.0,25.0
1.5,5.6829,0.0399,0.0177,BP,,,,,2.48,70.0,25.0
2.0,4.2064,0.034,0.0246,BP,,,,,2.48,70.0,25.0
2.5,4.2475,0.0348,0.03,BP,,,,,2.48,70.0,25.0
3.0,4.814927586206896,0.03863103448275862,0.0327051724137931,BP,4.0,0.119375,0.1591666666666667,4.0,2.48,70.0,25.0
3.5,9.8289,0.078,0.03655,BP,6.0,0.1121875,0.1495833333333333,7.5,2.48,70.0,25.0
4.0,16.1981,0.1258,0.04195,BP,8.0,0.105,0.14,11.0,2.48,70.0,25.0
4.5,22.9281,0.1624,0.04545,BP,12.0,0.11125,0.1483333333333334,17.5,2.48,70.0,25.0
5.0,23.9694,0.1857,0.04675,BP,16.0,0.1175,0.1566666666666667,24.0,2.48,70.0,25.0
5.5,25.9327,0.19,0.05485,BP,22.0,0.13,0.1733333333333333,36.5,2.48,70.0,25.0
6.0,27.62154814814815,0.2040851851851852,0.05743333333333333,BP,28.0,0.1425,0.19,49.0,2.48,70.0,25.0
6.5,26.7706,0.1883,0.0617,BP,22.0,0.1825,0.2433333333333333,57.0,2.48,70.0,25.0
7.0,24.9466,0.1176,0.0655,BP,16.0,0.2225,0.2966666666666667,65.0,2.48,70.0,25.0
7.5,26.6863,0.1889,0.0681,BP,26.0,0.233125,0.3108333333333334,78.5,2.48,70.0,25.0
8.0,27.4214,0.1887,0.0717,BP,36.0,0.24375,0.325,92.0,2.48,70.0,25.0
8.5,31.3721,0.196,0.0409,BP,50.0,0.2359375,0.3145833333333333,114.0,2.48,70.0,25.0
9.0,29.541372,0.21366,0.077828,BP,64.0,0.228125,0.3041666666666666,136.0,2.48,70.0,25.0
9.5,33.26323866666667,0.2204933333333333,0.085128,BP,64.0,0.26375,0.3516666666666667,167.5,2.48,70.0,25.0
10.0,36.98510533333333,0.2273266666666666,0.092428,BP,64.0,0.299375,0.3991666666666667,199.0,2.48,70.0,25.0
10.5,49.5498,0.4262,0.0952,BP,64.0,0.31375,0.4183333333333333,231.5,2.48,70.0,25.0
11.0,50.4508,0.4353,0.09580000000000001,BP,64.0,0.328125,0.4375,264.0,2.48,70.0,25.0
11.5,56.16046082474226,0.5087134020618556,0.09653690721649484,BP,74.0,0.380625,0.5075000000000001,303.5,2.48,70.0,25.0
12.0,61.52863092783505,0.5758525773195875,0.1075240206185567,BP,84.0,0.433125,0.5775,343.0,2.48,70.0,25.0
12.5,66.89680103092783,0.6429917525773196,0.1185111340206186,BP,82.0,0.4665625,0.6220833333333333,382.5,2.48,70.0,25.0
13.0,72.26497113402061,0.7101309278350515,0.1294982474226804,BP,80.0,0.5,0.6666666666666666,422.0,2.48,70.0,25.0
13.5,83.4958,0.8783,0.138375,BP,84.0,0.5009375,0.6679166666666667,465.0,2.48,70.0,25.0
14.0,93.4802,1.1229,0.1435,BP,88.0,0.501875,0.6691666666666667,508.0,2.48,70.0,25.0
14.5,98.37986666666667,1.251333333333333,0.148625,BP,88.0,0.5371874999999999,0.71625,552.5,2.48,70.0,25.0
15.0,99.4528936,1.1561064,0.15375,BP,88.0,0.5725,0.7633333333333333,597.0,2.48,70.0,25.0
15.5,97.4981536,1.1358464,0.158875,BP,86.0,0.5840624999999999,0.77875,638.5,2.48,70.0,25.0
16.0,95.5434136,1.1155864,0.164,BP,84.0,0.595625,0.7941666666666667,680.0,2.48,70.0,25.0
16.5,93.58867359999999,1.0953264,0.169125,BP,86.0,0.5974999999999999,0.7966666666666666,723.5,2.48,70.0,25.0
17.0,91.6339336,1.0750664,0.17425,BP,88.0,0.599375,0.7991666666666667,767.0,2.48,70.0,25.0
17.5,89.6791936,1.0548064,0.179375,BP,88.0,0.610625,0.8141666666666667,813.0,2.48,70.0,25.0
18.0,87.7244536,1.0345464,0.1845,BP,88.0,0.621875,0.8291666666666667,859.0,2.48,70.0,25.0
18.5,85.7697136,1.0142864,0.189625,BP,96.0,0.6125,0.8166666666666667,906.5,2.48,70.0,25.0
19.0,83.8149736,0.9940264,0.19475,BP,104.0,0.603125,0.8041666666666667,954.0,2.48,70.0,25.0
19.5,81.8602336,0.9737664,0.199875,BP,106.0,0.5984375,0.7979166666666666,1007.0,2.48,70.0,25.0
20.0,86.8772,1.0803,0.205,BP,108.0,0.59375,0.7916666666666666,1060.0,2.48,70.0,25.0
20.5,89.1387,1.4587,0.210125,BP,106.0,0.6070333333333333,0.809375,1113.0,2.48,70.0,25.0
21.0,92.52178,1.355224,0.21525,BP,104.0,0.6203166666666666,0.8270833333333333,1166.0,2.48,70.0,25.0
21.5,99.7475,1.4704,0.220375,BP,116.0,0.6263749999999999,0.8351666666666666,1224.5,2.48,70.0,25.0
22.0,91.85712000000001,1.21066,0.2255,BP,128.0,0.6324333333333333,0.8432499999999999,1283.0,2.48,70.0,25.0
22.5,98.582,1.4742,0.230625,BP,126.0,0.6350583333333333,0.8467499999999999,1342.5,2.48,70.0,25.0
23.0,90.775,1.5469,0.23575,BP,124.0,0.6376833333333334,0.85025,1402.0,2.48,70.0,25.0
23.5,95.38952045454545,1.548935227272727,0.240875,BP,120.0,0.6392791666666666,0.852375,1461.5,2.48,70.0,25.0
24.0,95.95557159090909,1.532273295454545,0.246,BP,116.0,0.640875,0.8545,1521.0,2.48,70.0,25.0
24.5,96.52162272727273,1.515611363636364,0.251125,BP,120.0,0.643875,0.8585,1583.0,2.48,70.0,25.0
25.0,97.08767386363637,1.498949431818182,0.25625,BP,124.0,0.646875,0.8625,1645.0,2.48,70.0,25.0
25.5,97.653725,1.4822875,0.261375,BP,,,,,,,
26.0,98.21977613636363,1.465625568181818,0.2665,BP,,,,,,,
26.5,98.78582727272727,1.448963636363636,0.271625,BP,,,,,,,
27.0,101.7752189189189,1.591362162162162,0.2767500000000001,BP,,,,,,,
27.5,99.69778648648648,1.548727027027027,0.281875,BP,,,,,,,
28.0,97.62035405405405,1.506091891891892,0.287,BP,,,,,,,
28.5,95.54292162162162,1.463456756756757,0.292125,BP,,,,,,,
29.0,93.46548918918919,1.420821621621622,0.29725,BP,,,,,,,
29.5,91.38805675675675,1.378186486486487,0.302375,BP,,,,,,,
30.0,89.8616,1.9861,0.3075,BP,,,,,,,
30.5,92.73,1.8196,0.312625,BP,,,,,,,
31.0,78.10613333333333,1.400730303030303,0.31775,BP,,,,,,,
31.5,71.0934,1.478,0.322875,BP,,,,,,,
32.0,85.1484,1.9466,0.328,BP,,,,,,,
32.5,82.53876666666666,1.717166666666669,0.333125,BP,,,,,,,
33.0,78.4824,1.3079,0.33825,BP,,,,,,,
33.5,72.8803,0.9459,0.343375,BP,,,,,,,
34.0,83.43929999999997,1.479366666666667,0.3485,BP,,,,,,,
34.5,88.99133043478264,1.569439130434783,0.353625,BP,,,,,,,
35.0,98.54698260869566,1.683134782608696,0.35875,BP,,,,,,,
35.5,88.5784,1.68,0.363875,BP,,,,,,,
1.0,8.11222,0.04698,0.01724,CQ,,,,,2.48,50.0,27.0
1.5,5.600630000000002,0.02261000000000001,0.02407999999999999,CQ,,,,,2.48,50.0,27.0
2.0,6.83317,0.04986000000000002,0.03027,CQ,,,,,2.48,50.0,27.0
2.5,4.54162,0.0396,0.03727,CQ,,,,,2.48,50.0,27.0
3.0,6.526149325626208,0.03834026974951832,0.04062456647398843,CQ,,,,,2.48,50.0,27.0
3.5,17.8946,0.09979999999999994,0.03445,CQ,,,,,2.48,50.0,27.0
4.0,16.0134,0.13068,0.04863000000000002,CQ,12.0,0.1066833333333333,0.14225,10.0,2.48,50.0,27.0
4.5,17.04166,0.1253,0.05490999999999999,CQ,36.0,0.1000583333333333,0.1334166666666666,24.0,2.48,50.0,27.0
5.0,27.6938,0.1632,0.05894999999999999,CQ,60.0,0.09343333333333334,0.1245833333333333,38.0,2.48,50.0,27.0
5.5,29.9883,0.1902,0.06475,CQ,56.0,0.1432166666666667,0.1909583333333333,67.0,2.48,50.0,27.0
6.0,30.28920368794326,0.21676,0.06930163120567376,CQ,52.0,0.193,0.2573333333333334,96.0,2.48,50.0,27.0
6.5,29.31423914893617,0.18176,0.06979808510638298,CQ,62.0,0.2005625,0.2674166666666667,129.0,2.48,50.0,27.0
7.0,28.33927460992908,0.14676,0.0702945390070922,CQ,72.0,0.208125,0.2775,162.0,2.48,50.0,27.0
7.5,34.93016666666667,0.1865333333333334,0.07210555555555555,CQ,74.0,0.2370916666666666,0.316125,200.5,2.48,50.0,27.0
8.0,38.03771111111111,0.2643222222222222,0.08325,CQ,76.0,0.2660583333333333,0.35475,239.0,2.48,50.0,27.0
8.5,44.13801111111112,0.3098666666666666,0.08808333333333332,CQ,78.0,0.2953708333333333,0.3938333333333334,277.0,2.48,50.0,27.0
9.0,40.94908,0.2982199999999999,0.09322999999999997,CQ,80.0,0.3246833333333333,0.4329166666666667,315.0,2.48,50.0,27.0
9.5,43.18522499999999,0.2653499999999999,0.09774999999999995,CQ,80.0,0.3378416666666667,0.4504583333333334,357.0,2.48,50.0,27.0
10.0,38.90549853300734,0.2382931540342299,0.1081929095354523,CQ,80.0,0.351,0.468,399.0,2.48,50.0,27.0
10.5,38.27396,0.2430300000000001,0.12426,CQ,88.0,0.3485916666666666,0.4647916666666667,444.0,2.48,50.0,27.0
11.0,43.5161,0.2994,0.1365,CQ,96.0,0.3461833333333333,0.4615833333333333,489.0,2.48,50.0,27.0
11.5,38.17874,0.2716,0.14343,CQ,98.0,0.3325625,0.4434166666666667,534.0,2.48,50.0,27.0
12.0,37.20367999999999,0.2703299999999999,0.14953,CQ,100.0,0.3189416666666667,0.42525,579.0,2.48,50.0,27.0
12.5,36.48927,0.2612599999999999,0.1543,CQ,92.0,0.337875,0.4505,621.0,2.48,50.0,27.0
13.0,30.65189999999999,0.2383418604651161,0.1973023255813955,CQ,84.0,0.3568083333333333,0.47575,663.0,2.48,50.0,27.0
13.5,29.36865999999999,0.2202399999999999,0.30807,CQ,80.0,0.361,0.4813333333333333,706.5,2.48,50.0,27.0
14.0,32.03664000000001,0.2597599999999999,0.31885,CQ,76.0,0.3651916666666667,0.4869166666666666,750.0,2.48,50.0,27.0
14.5,42.39398750000001,0.3494125000000001,0.32595,CQ,80.0,0.3786583333333333,0.504875,793.5,2.48,50.0,27.0
15.0,48.28522000000001,0.35004,0.32995,CQ,84.0,0.392125,0.5228333333333333,837.0,2.48,50.0,27.0
15.5,49.22047500000004,0.4085749999999999,0.3331250000000001,CQ,84.0,0.401625,0.5354999999999999,881.0,2.48,50.0,27.0
16.0,42.81713809523811,0.2933047619047622,0.3251642857142859,CQ,84.0,0.411125,0.5481666666666666,925.0,2.48,50.0,27.0
16.5,31.2758,0.2784,0.2246,CQ,86.0,0.41825,0.5576666666666666,969.0,2.48,50.0,27.0
17.0,26.49189090909079,0.2486000000000002,0.2334636363636363,CQ,88.0,0.425375,0.5671666666666667,1013.0,2.48,50.0,27.0
17.5,11.41811818181818,0.1365545454545454,0.2446,CQ,78.0,0.4330916666666667,0.5774583333333334,1049.0,2.48,50.0,27.0
18.0,20.40795,0.17875,0.21485,CQ,68.0,0.4408083333333334,0.58775,1085.0,2.48,50.0,27.0
18.5,20.83707999999997,0.2532499999999999,0.2318599999999999,CQ,62.0,0.4400583333333333,0.58675,1121.0,2.48,50.0,27.0
19.0,19.41169958506224,0.2235047717842324,0.2172730290456432,CQ,56.0,0.4393083333333333,0.58575,1157.0,2.48,50.0,27.0
19.5,21.08583513139695,0.1959459889349932,0.2194168741355463,CQ,72.0,0.4414958333333333,0.5886666666666667,1198.0,2.48,50.0,27.0
20.0,22.75997067773167,0.1683872060857539,0.2215607192254495,CQ,88.0,0.4436833333333333,0.5915833333333333,1239.0,2.48,50.0,27.0
20.5,33.14052500000003,0.2379750000000003,0.22365,CQ,86.0,0.4544041666666667,0.605875,1280.5,2.48,50.0,27.0
21.0,42.9914888888889,0.4117777777777775,0.2205,CQ,84.0,0.465125,0.6201666666666668,1322.0,2.48,50.0,27.0
21.5,53.02577999999996,0.5093200000000007,0.2358599999999999,CQ,84.0,0.476625,0.6355000000000001,1365.5,2.48,50.0,27.0
22.0,42.8142,0.4878,0.2361,CQ,84.0,0.488125,0.6508333333333334,1409.0,2.48,50.0,27.0
22.5,30.74740000000006,0.2603,-0.08075999999999951,CQ,86.0,0.4914708333333333,0.6552916666666667,1453.0,2.48,50.0,27.0
23.0,46.98951065830718,0.426182131661441,0.2564023510971787,CQ,88.0,0.4948166666666666,0.6597500000000001,1497.0,2.48,50.0,27.0
23.5,51.66004285714286,0.5640857142857144,0.2643785714285714,CQ,90.0,0.5070333333333333,0.6760416666666667,1544.0,2.48,50.0,27.0
24.0,60.07935000000001,0.58075,0.2829,CQ,92.0,0.51925,0.6923333333333332,1591.0,2.48,50.0,27.0
24.5,50.8745,0.571,0.28045,CQ,96.0,0.5314666666666666,0.708625,1640.0,2.48,50.0,27.0
25.0,48.56841428571429,0.5050714285714287,0.2846071428571429,CQ,100.0,0.5436833333333333,0.7249166666666667,1689.0,2.48,50.0,27.0
25.5,53.5122307410796,0.425311253430924,0.2730093321134492,CQ,100.0,0.5486541666666667,0.7315416666666666,1736.5,2.48,50.0,27.0
26.0,41.56694254345837,0.254268252516011,0.2610468435498628,CQ,100.0,0.553625,0.7381666666666666,1784.0,2.48,50.0,27.0
26.5,60.11845000000011,0.4569000000000003,0.2584249999999997,CQ,,,,,2.48,50.0,27.0
27.0,63.4920734899329,0.5259228187919469,0.2734242193791946,CQ,,,,,2.48,50.0,27.0
27.5,62.05113999999994,0.5998000000000024,0.281875,CQ,,,,,,,
28.0,67.54964000000001,0.5780199999999988,0.287,CQ,,,,,,,
28.5,64.64089563106795,0.6349446601941745,0.292125,CQ,,,,,,,
29.0,68.67305555555554,0.6858444444444435,0.29725,CQ,,,,,,,
29.5,58.91500000000007,0.7016199999999962,0.3023750000000001,CQ,,,,,,,
30.0,70.73312368421053,0.7936322966507176,0.3075000000000001,CQ,,,,,,,
30.5,62.58028888888882,0.6017777777777766,0.312625,CQ,,,,,,,
31.0,66.56061999999997,0.74948,0.31775,CQ,,,,,,,
31.5,60.6215986440678,0.6829281355932203,0.322875,CQ,,,,,,,
32.0,60.60391502824859,0.5456964971751415,0.328,CQ,,,,,,,
32.5,79.0912,0.736,0.333125,CQ,,,,,,,
33.0,70.21997999999996,0.7766999999999995,0.33825,CQ,,,,,,,
33.5,62.9925965517241,0.6353024630541855,0.343375,CQ,,,,,,,
34.0,58.16255999999986,0.4238400000000042,0.3485,CQ,,,,,,,
34.5,78.2438499999999,0.6909999999999955,0.353625,CQ,,,,,,,
35.0,71.54133456090652,0.5129252124645888,0.35875,CQ,,,,,,,
35.5,106.7184,0.9388000000000001,0.363875,CQ,,,,,,,
36.0,82.23220735502115,0.5454796322489381,0.3690000000000001,CQ,,,,,,,
36.5,81.82989999999998,0.7691249999999963,0.374125,CQ,,,,,,,
37.0,84.50857142857141,0.7662428571428616,0.37925,CQ,,,,,,,
37.5,90.90455852090004,0.7837057877813469,0.384375,CQ,,,,,,,
38.0,74.81494285714275,1.10708571428572,0.3895,CQ,,,,,,,
38.5,84.82982500000006,1.077299999999993,0.394625,CQ,,,,,,,
39.0,76.85865384615387,0.8628150887573968,0.39975,CQ,,,,,,,
39.5,79.37083333333324,0.9208222222222274,0.404875,CQ,,,,,,,
40.0,84.68114444444412,0.9946444444444511,0.41,CQ,,,,,,,
0.5,1.2948,0.0085,0.0081,DL,,,,,2.48,50.0,31.0
1.0,3.7575,0.0308,0.0132,DL,,,,,2.48,50.0,31.0
1.5,5.7127,0.0579,0.0196,DL,,,,,2.48,50.0,31.0
2.0,9.9242,0.1016,0.0286,DL,,,,,2.48,50.0,31.0
2.5,17.6836,0.1618,0.0367,DL,,,,,2.48,50.0,31.0
3.0,11.6512641025641,0.1116076923076923,0.0343576923076923,DL,,,,,2.48,50.0,31.0
3.5,12.7757,0.1145,0.03415,DL,,,,,2.48,50.0,31.0
4.0,12.2889,0.1281,0.04655,DL,8.0,0.1059333333333333,0.14125,10.0,2.48,50.0,31.0
4.5,12.4023,0.102,0.05525,DL,14.0,0.1027166666666667,0.1369583333333333,19.5,2.48,50.0,31.0
5.0,25.0039,0.2252,0.06275,DL,20.0,0.0995,0.1326666666666667,29.0,2.48,50.0,31.0
5.5,23.0324,0.2147,0.07615,DL,28.0,0.1128125,0.1504166666666667,45.5,2.48,50.0,31.0
6.0,22.67286296296296,0.1914481481481482,0.07152222222222224,DL,36.0,0.126125,0.1681666666666667,62.0,2.48,50.0,31.0
6.5,24.1025,0.1846,0.0626,DL,38.0,0.15925,0.2123333333333333,83.5,2.48,50.0,31.0
7.0,29.5885,0.2203,0.0762,DL,40.0,0.192375,0.2565,105.0,2.48,50.0,31.0
7.5,28.6342,0.232,0.0912,DL,42.0,0.196375,0.2618333333333334,122.0,2.48,50.0,31.0
8.0,39.6254,0.3713,0.0996,DL,44.0,0.200375,0.2671666666666667,139.0,2.48,50.0,31.0
8.5,37.3522,0.2851,0.1089,DL,42.0,0.2009708333333333,0.2679583333333334,158.5,2.48,50.0,31.0
9.0,33.74903421052632,0.2874631578947368,0.1078789473684211,DL,40.0,0.2015666666666667,0.26875,178.0,2.48,50.0,31.0
9.5,34.30511973684211,0.3131210526315789,0.1018263157894737,DL,50.0,0.2054416666666667,0.2739166666666666,204.0,2.48,50.0,31.0
10.0,34.8612052631579,0.3387789473684211,0.09577368421052633,DL,60.0,0.2093166666666667,0.2790833333333333,230.0,2.48,50.0,31.0
10.5,37.2646,0.29,-0.0731,DL,42.0,0.2160666666666667,0.2880833333333333,244.5,2.48,50.0,31.0
11.0,2.6268,0.0743,0.1261,DL,24.0,0.2228166666666667,0.2970833333333333,259.0,2.48,50.0,31.0
11.5,23.4137,0.1986,0.04900000000000001,DL,36.0,0.2277208333333333,0.3036249999999999,275.0,2.48,50.0,31.0
12.0,26.6078,0.3008,0.1295,DL,48.0,0.232625,0.3101666666666666,291.0,2.48,50.0,31.0
12.5,26.1273,0.2394,0.1226,DL,48.0,0.2379375,0.3172499999999999,323.0,2.48,50.0,31.0
13.0,8.188634782608704,0.1185826086956522,0.05560652173913035,DL,48.0,0.24325,0.3243333333333333,355.0,2.48,50.0,31.0
13.5,12.9409,0.1102,-0.08695,DL,56.0,0.2379375,0.3172499999999999,380.5,2.48,50.0,31.0
14.0,11.4828,0.1114,-0.17735,DL,64.0,0.232625,0.3101666666666666,406.0,2.48,50.0,31.0
14.5,33.5812,0.2658,0.05395000000000001,DL,70.0,0.2818416666666667,0.3757916666666666,448.5,2.48,50.0,31.0
15.0,13.8292,0.1632,0.11425,DL,76.0,0.3310583333333333,0.4414166666666667,491.0,2.48,50.0,31.0
15.5,40.862,0.4825,0.08955,DL,78.0,0.3517791666666666,0.4690416666666666,530.5,2.48,50.0,31.0
16.0,27.80085454545455,0.3553636363636365,0.1491909090909091,DL,80.0,0.3725,0.4966666666666666,570.0,2.48,50.0,31.0
16.5,31.8881,0.3363,0.1478,DL,82.0,0.3927166666666667,0.523625,612.5,2.48,50.0,31.0
17.0,24.228,0.2827,0.1444,DL,84.0,0.4129333333333333,0.5505833333333334,655.0,2.48,50.0,31.0
17.5,20.0804,0.4073,0.1586,DL,84.0,0.4205291666666666,0.5607083333333334,697.5,2.48,50.0,31.0
18.0,17.9384,0.2219,-0.1932,DL,84.0,0.428125,0.5708333333333333,740.0,2.48,50.0,31.0
18.5,39.0989,0.3914,-0.213,DL,86.0,0.4326541666666667,0.576875,783.0,2.48,50.0,31.0
19.0,32.26133513513513,0.4177162162162162,0.0663810810810811,DL,88.0,0.4371833333333333,0.5829166666666666,826.0,2.48,50.0,31.0
19.5,30.66363243243243,0.3858918918918919,0.1185094594594595,DL,88.0,0.4344666666666667,0.5792916666666666,867.5,2.48,50.0,31.0
20.0,29.06592972972973,0.3540675675675676,0.1706378378378378,DL,88.0,0.43175,0.5756666666666667,909.0,2.48,50.0,31.0
20.5,25.8442,0.3471,0.2057,DL,82.0,0.4575,0.6100000000000001,951.5,2.48,50.0,31.0
21.0,33.4565,0.3925,0.2204,DL,76.0,0.48325,0.6443333333333334,994.0,2.48,50.0,31.0
21.5,44.19,0.55,0.2364,DL,80.0,0.4814041666666667,0.641875,1035.5,2.48,50.0,31.0
22.0,36.5846,0.4387,0.2433,DL,84.0,0.4795583333333334,0.6394166666666666,1077.0,2.48,50.0,31.0
22.5,41.5404,0.4887,0.2503,DL,82.0,0.4872791666666667,0.6497083333333333,1118.5,2.48,50.0,31.0
23.0,41.94310869565216,0.4882391304347825,0.2425978260869565,DL,80.0,0.495,0.66,1160.0,2.48,50.0,31.0
23.5,34.7753,0.4054,0.21615,DL,78.0,0.5231583333333334,0.6975416666666667,1200.0,2.48,50.0,31.0
24.0,31.4577,0.3733,0.22095,DL,76.0,0.5513166666666667,0.7350833333333333,1240.0,2.48,50.0,31.0
24.5,17.2437,0.2771,0.14285,DL,72.0,0.5572541666666666,0.743,1276.0,2.48,50.0,31.0
25.0,28.2949,0.3588,0.15195,DL,68.0,0.5631916666666666,0.7509166666666667,1312.0,2.48,50.0,31.0
25.5,28.0094,0.3462,0.10045,DL,66.0,0.5624083333333334,0.7498750000000001,1343.5,2.48,50.0,31.0
26.0,24.78656666666667,0.3172666666666667,0.2158,DL,64.0,0.561625,0.7488333333333334,1375.0,2.48,50.0,31.0
26.5,20.5518,0.1358,-0.2888,DL,62.0,0.5580333333333334,0.7440416666666667,1404.5,2.48,50.0,31.0
27.0,26.6175,0.3605,0.198,DL,60.0,0.5544416666666667,0.7392500000000001,1434.0,2.48,50.0,31.0
27.5,36.2048,0.4586,-0.04519999999999996,DL,66.0,0.5672833333333334,0.756375,1465.5,2.48,50.0,31.0
28.0,44.3027,0.6149,0.2684,DL,72.0,0.580125,0.7735000000000001,1497.0,2.48,50.0,31.0
28.5,39.70124395604396,0.5172626373626373,0.2786348901098901,DL,78.0,0.5704374999999999,0.7605833333333334,1536.5,2.48,50.0,31.0
29.0,35.09978791208791,0.4196252747252748,0.2888697802197802,DL,84.0,0.56075,0.7476666666666667,1576.0,2.48,50.0,31.0
29.5,30.49833186813187,0.3219879120879121,0.2991046703296704,DL,80.0,0.5654666666666667,0.7539583333333333,1614.5,2.48,50.0,31.0
30.0,22.8976,0.3445,0.3075,DL,76.0,0.5701833333333334,0.76025,1653.0,2.48,50.0,31.0
30.5,45.3131,0.3898,0.312625,DL,82.0,0.5632166666666667,0.7509583333333334,1694.5,2.48,50.0,31.0
31.0,52.8938,0.6049666666666667,0.31775,DL,88.0,0.55625,0.7416666666666667,1736.0,2.48,50.0,31.0
31.5,64.6743,0.7749,0.322875,DL,,,,,,,
32.0,51.523,0.814,0.328,DL,,,,,,,
32.5,68.55107142857148,0.9908333333333338,0.333125,DL,,,,,,,
33.0,93.1665,1.464,0.33825,DL,,,,,,,
33.5,76.6206,1.2442,0.343375,DL,,,,,,,
34.0,73.80578695652173,1.145230434782609,0.3485,DL,,,,,,,
34.5,81.7258,1.3715,0.353625,DL,,,,,,,
35.0,71.2367,1.0944,0.35875,DL,,,,,,,
35.5,66.21486666666671,0.9522333333333344,0.363875,DL,,,,,,,
36.0,66.4912,0.9367,0.369,DL,,,,,,,
36.5,78.6183,1.1171,0.374125,DL,,,,,,,
37.0,80.34231428571428,1.234047619047619,0.37925,DL,,,,,,,
37.5,78.326,1.0723,0.384375,DL,,,,,,,
38.0,71.0443,0.9332,0.3895,DL,,,,,,,
38.5,68.62271818181814,0.8297363636363638,0.394625,DL,,,,,,,
39.0,82.3775,0.9464,0.39975,DL,,,,,,,
39.5,80.0534,1.0225,0.404875,DL,,,,,,,
0.5,3.6908,0.0272,0.0054,DO,,,,,2.48,50.0,28.0
1.0,4.8943,0.0397,0.0149,DO,,,,,2.48,50.0,28.0
1.5,3.6889,0.0364,-0.0239,DO,,,,,2.48,50.0,28.0
2.0,5.7357,0.0546,0.0255,DO,,,,,2.48,50.0,28.0
2.5,8.8517,0.0781,0.0329,DO,,,,,2.48,50.0,28.0
3.0,10.65016216216216,0.09034864864864865,0.03555,DO,,,,,2.48,50.0,28.0
3.5,10.8258,0.0974,0.03845,DO,,,,,2.48,50.0,28.0
4.0,16.8803,0.1545,0.04805,DO,16.0,0.118125,0.1575,10.0,2.48,50.0,28.0
4.5,16.9861,0.1415,0.05895,DO,18.0,0.1184375,0.1579166666666666,18.5,2.48,50.0,28.0
5.0,11.3306,0.0974,0.07135,DO,20.0,0.11875,0.1583333333333333,27.0,2.48,50.0,28.0
